page,name,link,thumbnail,rating,date,snippet,images,local_guide,label_sentimen
10,agus pinandoyo,https://www.google.com/maps/contrib/112811849153879806045?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVsHUrUlUbtlj_H5Y8SkFuldtbVsniXR-bfD-HQ3-N1eZ1dpOw=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Sukses ULBI kawah candradimuka yang telah menghasilkan sdm kualitas Unggul , tempat belajar yang asri dan lengkap nyaman , sukses dan maju terus ULBI",,,positif
10,Angga Noer,https://www.google.com/maps/contrib/102989856307716237189?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKJ8u_-BKgs3UMJUnzJ4ahTBRx2YuiCC5-5cCFGUsloV_cLLw=s120-c-rp-mo-ba5-br100,5.0,2 tahun lalu,"Mantap nih Kampus, Prodinya sesuai dengan kebutuhan industri saat ini dan untuk fasilitas juga lengkap.",,True,positif
10,Rima Sundari,https://www.google.com/maps/contrib/102033802857521113637?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIz1a33WCoZ3co9IZvVp2nPwIC4S9qKO_GPfzS6Y1OjNa8I-A=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang asri dan sejuk dengan dosen2 yang keren dan kompeten di bidang nya , pokoknya ngga nyesel deh kuliah di sini 😉",,True,positif
11,ngadirin nandar,https://www.google.com/maps/contrib/106532222906208038462?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJ8VObkqn9DfhGqQ0-pSraLGNB3dWLnHIODBlcwyxnnnH5XI5w=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampusnya bagus, cocok untuk calon orang-orang terbaik di bidang manajemen logistik dan suplay chain",,True,positif
11,Arjund Hendriex,https://www.google.com/maps/contrib/116792510739441750802?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUAvp7gDpIBRsDUm8ZnE4IvRUgwCCui6y_y602poYSJtKLODjYJ=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Dosen nya penuh totalitas dalam memberikan kuliah, sehingga mampu menghasilkan Lulusan terbaik.
Maju terus ULBI
#kuliahdiULBIaja
#ULBI",,,positif
11,Intan Novita D.,https://www.google.com/maps/contrib/101031102257618226860?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUZwqtwvvUyqGlxPU9RnGNUtZLnvcfbWxsAIVl94XFe4OYfSdDpOA=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,"Ada 3 Prodi S1 baru di ULBI yang menarik, yaitu Manajemen Rekayasa, Sains Data dan Bisnis Digital 🌟",,True,positif
11,johni eka putra,https://www.google.com/maps/contrib/109076215172702979428?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI92ZlySKDqrAf8xIOQgyGD7NMbKD_Jg0D0K7Qnzrj-ahPQSg=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang terbagus dan terbaik untuk menghasilkan expert di dunia logistik. Kerennn 👍👍, jadi pingin kuliah lagi nie 🙂🙂",,,positif
11,NabiL Kya Wicaksono,https://www.google.com/maps/contrib/109853221990358350284?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKA_kZ8jYgRgjIH_M1lzW_v4cGajcWzx3hKRNm-axxyxZ-rZg=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Perguruan Tinggi terpercaya, dg lulusan yg handal, siap untuk membangun dan memajukan Negeri ini,,
Pokoe TOP!!",,True,positif
11,Dino Ariyadi,https://www.google.com/maps/contrib/117236008126041573430?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWM14DYu1TAWwqNju_2pYidH9bj-r8zHx3FRuajNOJLK9FLqpc7=s120-c-rp-mo-br100,5.0,2 tahun lalu,tempat kuliah dgn lokasi yang sangat tenang sehingga mahasiswa bisa lebih fokus dalam menimba ilmu,,True,positif
11,Dewi Imaroh Rahmania,https://www.google.com/maps/contrib/105518209008344934053?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUG1bq48C6MKSd3WKsilIW6KoeZy__L3d8IrxmWDuzK8TKrGbra=s120-c-rp-mo-br100,5.0,2 tahun lalu,"kampusnya nyaman, adem, fasilitasnya juga oke banget buat menunjang materi perkuliahan sehari-hari",,,positif
11,sisko meynako,https://www.google.com/maps/contrib/110295072179792021587?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjViDxPjwUAlaow7_lg3hyKRI8IStcICT-VXLrgVW1NXOHI5xljx=s120-c-rp-mo-ba3-br100,5.0,4 tahun lalu,Tempatnya banyak pohon adem,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90DzfBIkd-wIhEUo8MlZ1i3t4Eb6jMHl9NkZA0zP84r3OYBBiYX1BHAE9tjQPTY6Ji-nMNUaMMhsSde0bNbD9o_MUQwY3Pr-yrSXyrCwP9zPKZvCNr_K0Grxnpmdy0JbkrDPhZhYwA', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AProcQWimkWsqtFZa6xPHHjkl_gzTTCISsXpSpd9UifPeNZOP_9eFWg2Kjs931mAXo2IKSJ33yyDrVvBwqbvH9wlDWhQmsDcNriasb8UzcwO25IbwOqQHqtNiacNegU2uD4vww']",True,positif
11,Firman Ighel,https://www.google.com/maps/contrib/114011958470189628779?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJEE3Uc3eXkvv0wOrmr5MKj2bSpPFKALCZAPLJ366muGCrl=s120-c-rp-mo-br100,5.0,2 tahun lalu,menciptakan tenaga handal dan siap bekerja dengan dedikasi tinggi. fasilitas kampus yang lengkap  jadi buruan daftar segera,,,positif
11,Dewi Eryanti,https://www.google.com/maps/contrib/108699837025041636660?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJBvQinBja7bImKm3AAGYwi62arijq__Sl2F573yQ9qRK3aWQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kuliah disini banyak ilmu dan pengalaman yang didapatkan. Semoga jaya terus ULBI (merger Politeknik Pos Indonesia dan STIMLOG),,,positif
12,Mohammad Sarip,https://www.google.com/maps/contrib/113710517838697366585?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW6XHwQiGPdTtsanGyj8cJqAoen2dsx-sE4aRfBYCNFiIeHhQmf=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Suasana Kampus bagus,  Kulitas pendidikan OK, setelah lulus gampang cari kerja .. TOP...TOP. TOP..",,,positif
12,Nabila Kurnia Asdi,https://www.google.com/maps/contrib/115431191002016385999?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXvqCDUZvaKqSjAWuTj1hKyrb7mP5ZyXhQbDmVQ7kLNnlruKgoHMw=s120-c-rp-mo-ba5-br100,5.0,5 tahun lalu,"Tempat ruang kuliahnya lumayan nyaman, terus luas juga. Hawanya dingin masih asri. Jalan menuju kesini sempit",,True,positif
12,Nanang Purwanto,https://www.google.com/maps/contrib/110116015341043694592?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLgPoq9fpGXnvlxeQnbBm9lXC0nl-tmjG8vSgc1E8NFqq1UHw=s120-c-rp-mo-ba3-br100,5.0,2 tahun lalu,Kampusnya keren dan bisa menciptakan lulusan yg siap pakai di dunia kerja,,True,positif
12,Ramli Karno,https://www.google.com/maps/contrib/114120976827128299839?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVkJnmbOlDFPRwGGVkfO7zaBH0Fd5wbL1aFZhNygimYLWhGZ_9M=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Kampus yg keren dgn kwalitas lulusan yg mudah mendapatkan pekerjaan di bidang logistik,,True,positif
12,Kaka Onel,https://www.google.com/maps/contrib/110821954109747838862?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXgJcqoTccDfsIztIxlbOwlYyWqGiQURuEAEAeeTCmTR2JnDP8j=s120-c-rp-mo-ba4-br100,5.0,setahun lalu,Alamamater tercinta🥰🥰,"['https://lh3.googleusercontent.com/geougc-cs/AB3l90ASm3b9F4Lq7j-LcnvfItRaP6ivuIElL4CHvPn1-amu5jZuaAEw0u-tjlWz_vJlUHHjH-HORxfOla_-K0_f6PvEre9vu-GcGtnmzrXoq4YLwC0wDc5eXV4qAf8m2rJclgNYWrwH', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BbtEQCavaq5Ew96548nH_OyFZEy3-C_SZShgpz0hmkPI8JTCph7VoP_TmXPVevbiGd8oD73RkSYQ7VmxDmEI3EIinZtugvMfsowlPBifZIt7nFaIhdd5YuHSYo2qEJbfVp7wrJZQ', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DrqHRpjxK_xzRLjR4Iu59USBMfQFhRqsCcq17TdOYcDK1lpVF_RI9ATzEBVLxwn6CqPw95rMEYfLW1ISMgnuMu8FJbXisSFbzSpkpPu6b6fxud7pLU2q-WpLylZbRuPovlYy4', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90Bgsn5Gv49pKapLbbYRhecOzTA2MH2cdTJ40tBvb730S22jt8ddPB8WTO40koeqqbewnXG9cEWOE3S7CsuW5ch6VrjPLsjUg2trV1BNV7MPlkciFmkdupoTu8sPcU2Hw0kHzKdowA', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AJ6P0ZMsFxw_B4GpKwD6WxCYlu4lRRPUc0Xz1iCj74vPqXijBTJZ3FPvm8jE_F7-aKQGzODvIiTD8B27TSRs81rDPgfb1AlgMAGKLkInBU3vxlYsezidWU-FsPSvKqmuU1KVk', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90AzPcy2E4t8-J3Vq2KNQx6JO37jPRMHCDq6Q2nmwOa1vfIN3y6o3S3Ukp9m2Ig_2z8h1WQ4b8qEPoutp0l3GRTAtfy2GMXFHNrYmGFMIU_N29IX07MbC-iaVphXcv6zPWpc8CGRwg', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90A9FBoCcUo0YIeuXlSmD1Zi-Dm-4cPaDIhdBx7DgZbe-7MDJQR9OZnL-VrWT2yW17WIwQylEAdNaPL6K1tS3eKnEuLaphQ_F8go3GhNAT3wOFGbPUitOsb7VYocejvqpF_ef89A', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90CKYOViAy8HebgVPySBsl73kfzA2Gj60JweBWV9qQMbffdh7JAeUBcNarcWccJoeRRIRGYyQJi23nGfaL4H9H9NkDYy4amLD4acjz-GoswcLMxjdS6EtlwqMcxldERESD8h5Sqvag', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90DvqgfhudiNKYaD8oApBY0eitmn6rZ7tG8InNrLLDuzxsiIYukTsz5sqN0wVBk6hmdumOdloAOEoBv1eVpERyTy24lXtrhsEPG8N2hal0Me-M6_CqkaebbTtSBJ8rQpKuRkZg', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90B5L9MtX4vwZGpa6G6qjLXlHZBuB9BYF9vlePVswJ7irSL3g9yCb2dZPBC8QZ0OKLTakn-GIVml2dXc1WqU9DKLhtrSKnAHNvK_4eGlYBruCa7pn9BnM4j2XjTaqQiycTAB1Np8mA', 'https://lh3.googleusercontent.com/geougc-cs/AB3l90BJ0jvpoWBL1R9oW7YO5AICt8za_XFU0trPVBrGfAH166PyVeeO8tZo9WmxVFhGHVCNEkf5VFDZmxH7bUH418PN9EBYX-CFW-4Bk2WBHCKhBhh5cPaWGDsZpzilNY7ZEZz2VeMH']",True,positif
12,richwan sianturi,https://www.google.com/maps/contrib/100089010581042559411?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXX-idXN2NsBVz_9wm9W0mHqv1Bb-kn2H1lg_PMTZ9NIscZ218vcg=s120-c-rp-mo-ba2-br100,5.0,2 tahun lalu,Kampus nya talent - talent logistik Dan supply chain. Solusi untuk yg ingin belajar ilmu logistik Dan SCM,,True,positif
12,Oka Oka,https://www.google.com/maps/contrib/111693286324806553808?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWaR-DKPKhz9-kMaTvjCQM7yhuVT3JpNuTRSdZHwGK88Lp7k7vs=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang keren, menghasilkan talenta terbaik di bidang manajemen logistik dan supply chain",,,positif
12,Yulius Indro Cahyono,https://www.google.com/maps/contrib/110573509541852705889?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVkP38WRibVMySSgwzmb3DkUHf0899_Ft4JNxAbDVV79SbN494=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,"Bagi milenial yang ingin menjadi expert logistik dan bisnis antar bangsa, di sinilah tempat yang tepat untuk memulai.",,True,positif
12,Kamila Zhedin,https://www.google.com/maps/contrib/115391339125952351931?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU2ZE0ZswfIkGj3jZcJXy47cxrMrfvDqWccDdQc-YVgMumctAvsJw=s120-c-rp-mo-br100,4.0,2 tahun lalu,"Kampusnya sejuk adem kok, cukup luas dan kelas2nya jg mantep",,True,positif
12,Panggih Rahardjo,https://www.google.com/maps/contrib/111134835008429999529?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV9ImLvk5EFA-HG4k0uxs7OKI8STJxeR5MzG2GnT13F8XZ3KBEU=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Mau jadi ahli logistik dan supply chain management?..belajarlah di kampus ini, kapabilitas kampus sangat mendukung.",,,positif
13,Nola Wahyuni,https://www.google.com/maps/contrib/103980402430423613995?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKzIBaCOBjr7VN1LX9oZ1OXf5NF3G3FF9UGemN0QnfQit74YQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang sangat cocok utk ilmu logistik yang saat ini pertumbuhan bisnis logistik begitu pesat.,,,positif
13,djacks taher,https://www.google.com/maps/contrib/105343873817550160463?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK4bRVqZLVN3jRnxGssH9LMhUQy5V3NFAYMRR_t-lBqXMjr7A=s120-c-rp-mo-ba4-br100,5.0,2 tahun lalu,Ini kampus yg keren...lokasinya yg luas dan adem cocok utk tempat menimba ilmu,,True,positif
13,Aulia Chandra Syafitri,https://www.google.com/maps/contrib/114333705861914400503?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJ_R1InisJqnEdihGQHVH5oCfBTbrYwhyGqV8znpKESJWq9gG8=s120-c-rp-mo-br100,5.0,2 tahun lalu,Satu2nya kampus yg memiliki jurusan logistik. menghasilkan lulusan yang  berkualitas,,True,positif
13,iwan gunawan,https://www.google.com/maps/contrib/110842227578883938947?hl=id,https://lh3.googleusercontent.com/a/ACg8ocL3m_ypAJZJkqIJhJUoWpJ_-Tju86EPbokd78aNONKrA6HJGkI=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus nyaman buat belajar
Tempat yang pas buat yang mau belajar logistik khususnya
ULBI keren",,True,positif
13,Rizal Aji Prasetyo,https://www.google.com/maps/contrib/108254765961494298942?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIiB2C9OjH8smi_ky1xx4KHwSHj3SwJBrvzv2niumhoCm3yhw=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampusnya keren, dosennya profesional. Mantap dah ngga nyesel kuliah disini",,,positif
13,Ibrahim Nazaril Al-Qotani,https://www.google.com/maps/contrib/117697356495951758038?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVZNUvgXwRcQd3oNWVMdTDhh-RVF_Rn9p2MfDZW1j7b-3N3Pm25bg=s120-c-rp-mo-br100,1.0,6 bulan lalu,Temen saya masuk uks lagi osjur😥,,True,negatif
13,nadila n,https://www.google.com/maps/contrib/117463156410584136078?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWimBbJTSaH61SHfgsgoSftSYmzwlmuc1uj6ff4G7W-q-gusKKI=s120-c-rp-mo-ba4-br100,5.0,7 tahun lalu,"Salah satu perguruan tinggi yang mengembangkan program studi logistik bisnis. Ada jurusan logistik bisnis, akuntansi, manajemen bisnis, teknik informatika, manajemen informatika semuanya d3/d4",,True,positif
13,Andri Katamso,https://www.google.com/maps/contrib/111729507327298892510?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIp8_5bUobiWhvU-lu50k87i_DatUV4kU1EfV9JnEjLdRZYFA=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Tempat yang nyaman untuk menimba ilmu
Bangga menjadi almamater Politeknis Pos Indonesia dan sukses buat ULBI",,,positif
13,Budi Prakoso,https://www.google.com/maps/contrib/111780519313055454828?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU7nP4NFo-RGELTc-wNIx68PRSv9yD0acT9D-JdV14QDQzSDYw=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus milik BUMN yg keren, dosennya asyik, punya network luas dan lokasinya asri",,True,positif
13,M. J. S. Priatna,https://www.google.com/maps/contrib/111903092409705560787?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXcjbDiXvN2BSbwbL_2TtZ_fIRPXpzGW0xFuU7udyRE7a9bTb04=s120-c-rp-mo-ba5-br100,3.0,8 tahun lalu,Kampus ini lokasinya kurang strategis. Suka menjadi penyebab kemacetan kalo jam berangkat ngampus.,,True,negatif
14,Audyfitria,https://www.google.com/maps/contrib/110132224637121605558?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXm9RebyhTDzz-da8-LfdU7NtgGtCYszz7eq98IPHNeC9N6C0-t=s120-c-rp-mo-br100,5.0,2 tahun lalu,Di D4 belajar nya langsung praktek jadi paham konsep dan bisa ngembangin materi nya.,,,positif
14,Spin Ansof,https://www.google.com/maps/contrib/100103391969515143906?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUvFeKllveBzGBq94glcWjxLDlOPwiUy0bJKevQnntueyBU3u4=s120-c-rp-mo-br100,5.0,2 tahun lalu,Wow kampus yg keren lulusannya akan siap menggapai masa depan,,True,positif
14,Karina Putri,https://www.google.com/maps/contrib/104077627407954836129?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIF1sfTKOzJTnYN0xatP8TiRLY2TGOU3XSUpiQ_kcaliAPCbA=s120-c-rp-mo-br100,1.0,2 tahun lalu,"Tidak ada atm BCA
Sistem BAUK & BAAK tidak jelas informasinya malah saling oper",,,negatif
14,Yandi Oktian,https://www.google.com/maps/contrib/110667319370724841203?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUSta5DtZZ7_lkBkIO_dVrLWbLll8y6Gf8CrFETDt1i4mlWRV0=s120-c-rp-mo-ba5-br100,5.0,3 tahun lalu,Salah satu Politeknik yang cukup populer di kota bandung...tempatnya sejuk dan besrsih....lokasi agak tersembunyi,,True,positif
14,Teguh Susianto,https://www.google.com/maps/contrib/109071043038174243035?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVkf2_eVCBBojhAh1JVv31rq_US9JxxcyhkRdMz5mju-gbxD225=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampusnya sy dulu...dgn suasana nyaman dilengkapi dengan banyak berbagai fasilitas,,,positif
14,Okky Dwilaksono Putera,https://www.google.com/maps/contrib/110498917070346112638?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUZ2Py6RyCnWjZ8nhcIGaF3u3S4TGWz1P3LVJjJNo_izjrDQV5l=s120-c-rp-mo-ba3-br100,5.0,2 tahun lalu,"Kampus bagus, menciptakan lulusan2 yg terbaik di bidang logistik",,True,positif
14,Hariadi Ismail,https://www.google.com/maps/contrib/117501898332205446030?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLVsk_TvTnCOLBZ5OZ8305hFKAqgxFaJc4TnqT_YIVPgMlyTw=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Universitas Logistik dan Bisnis Internasional (ULBI hasil merger POLTEKPOS & STIMLOG) Keren, Tempat Membangun Masa Depan Sukses",,,positif
14,Asep Jangkung,https://www.google.com/maps/contrib/110632505643430862841?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLlQrCJ0XU5NE9CCTNfxDe-Xf-EwknjcwQD7-ztXvFs7o-wCg=s120-c-rp-mo-br100,5.0,3 tahun lalu,Sangat bagus dan strategis tempatnya dan lulusannya banyak yang sudah baik yang diluar negeri dan dalam negeri,,,positif
14,Euis Yuliyani,https://www.google.com/maps/contrib/112061857258663492991?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXCxMk3kmpE3vYHrC2XZnP2nyep9iPNSHZzIBbkQvfV5yk29B_9=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Bersih, sejuk, asri dan nyaman. Askes nya pun dekat dengan pintu tol pasteur 👍",,True,positif
14,Adi Subiyanto,https://www.google.com/maps/contrib/112447184946043637844?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJZ-i905VWMMmJKoKXt1i8uDrI05qXSNLszMUP8BxMPKoiiCA=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus logistik pertama yg kualified dan lulusannya siap kerja dan cepat dapet kerja,,,positif
15,Vicky Vidiant,https://www.google.com/maps/contrib/104683240189430512721?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKKchhIOMAI8Lhef9Epw6CsCQGATXWv5F--84fks_gQWr8DoA=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yg sngat berpengalaman dalam ciptakan talenta2 siap kerja...,,,positif
15,Riki Januar P,https://www.google.com/maps/contrib/117151799891657744069?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWgkbHRUVvwVJLy2UPNsWduOQldM4Fa3XUp57R3T45Q9XKBvRXw=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang TOP lah...sudah banyak menciptakan lulusan yang berkualitas,,,positif
15,Hasan Zainnuri,https://www.google.com/maps/contrib/105444727632114392488?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU-myA9LmNzZpyfzTR53fYEaTkJcGXmh-yShdnZRyUwZQv0dPxk6Q=s120-c-rp-mo-ba3-br100,3.0,11 tahun lalu,"Menginap di Wisma Politeknik Pos, Bandung. Oke dan nyaman tempat menginapnya. TV, shower, bedroom, dan AC.",,True,positif
15,Dini Imtiyaz,https://www.google.com/maps/contrib/112228378341199880218?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUSGQiCAbXjmLA8ewlt18ow0-NPn1pBCdU8BVGmt98MpVzf61yf=s120-c-rp-mo-br100,5.0,5 tahun lalu,mahasiswa nya cantik-cantik ganteng-ganteng rapih-rapih saya suka. asramanya enak nyaman. dosennya baik-baik,,True,positif
15,Cecep Yusup,https://www.google.com/maps/contrib/100125000497977405888?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVX0qJHUjqAVp77P3qvCNyahlDYtE7JBjGm1KIpDF72ZDVRMv69=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang adem, keren  & mantul. Pencetak tenaga handal di industri kurir , logistik",,,positif
15,anis subekhan,https://www.google.com/maps/contrib/109113864185702896407?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVTWukChq3O8qjEPH0QWSxEJgbqis435-6PzrJOLT8eJh4VUjI=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Universitas yg   keren, karena lulusannya sdh siap kerja semua....",,,positif
15,Nia Angriany Pardede,https://www.google.com/maps/contrib/104623276813871531980?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUbsDnDdkoks1008dY9CVZTwadmZ9M_jeDagQfrokVlvg4h_nMa=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus yang bisa menghasilkan sdm yang unggul dibidang logistik dan bisnis internasional
Almamater terbaik",,True,positif
15,Tri Aulad,https://www.google.com/maps/contrib/115724420456009992319?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUjg_7mj0_2FqeMm4rvH9Z1Gi2lKBnL77i7BYdGJjChZpWXvxQg=s120-c-rp-mo-br100,5.0,2 tahun lalu,makin OK ....dulunya Poltek dan STIMLog ...sekarang jadi ULBI...Univ Logistik Bisnis Internasional......,,True,netral
15,Tjahyo,https://www.google.com/maps/contrib/117447815442188929034?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIoL5ZpP_hHOJ1kY2MRKLWI1ZHSJZwrpn-Mn-uZi72wY5KLBg=s120-c-rp-mo-br100,5.0,6 tahun lalu,Sekolahnya bagus dan terarah dengan spesialisasi logistik yg sangat dibutuhkan di pasar tenaga kerja,,True,positif
15,Nandi Hidayat,https://www.google.com/maps/contrib/105994457225268214337?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVWhVhunHYJaoMPP9mvRE6yUBfcvg7GBc_9_MN5OdXy2GnyGYBX=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Kampus logistik yang keren, menghasilkan lulusan yang berkualitas dan siap kerja",,,positif
16,Nur Hening,https://www.google.com/maps/contrib/109717062952978315490?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXcekX1ihYJx2GGmarHels40KjjIPkaSTNOIBTeH4xZ_EbasgM=s120-c-rp-mo-br100,5.0,2 tahun lalu,kampusnya asyik dan semoga lulusannya cepet dpt kerja....,,True,positif
16,Queenta Paquita Ajeng Ningtyas,https://www.google.com/maps/contrib/102772384593366193482?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWkbOY3NfC5RKumjLb6oqr4A57AYaHPfE1UzWg_P-1GsHzt3ng=s120-c-rp-mo-br100,5.0,2 tahun lalu,bagus untuk kesehatan karena olahraga setiap hari naik turun tangga cantik,,True,positif
16,mujiono mujiono,https://www.google.com/maps/contrib/118436338627795936799?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLDib1YzH1St0taNXQ19mb5lQ8IqO0Z7S9QIeOTNNlT-yTngcw=s120-c-rp-mo-br100,5.0,2 tahun lalu,kerennn...universitas yang sangat tepat bagi generasi mudah yang ingin menekuni perlogistican...,,,positif
16,Moko Mahadianto,https://www.google.com/maps/contrib/110297582560963758663?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX8gzbRvEXT8hqnu2tgu5dcwqnwMQbtrvq0_gy_ot-QbRvwRN4=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampusnya the legend mudah mudahan the legend continous menjadi lebih modern dan selalu uptodate,,True,positif
16,Afri Rizky,https://www.google.com/maps/contrib/107131420316136692872?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUCMotz4MM86TjryLhDg9NdtwrqByqcRxaryL7n9DbHWU1qArI2=s120-c-rp-mo-br100,4.0,2 tahun lalu,"tidak ada lift buat naik ke lantai 3 tidak ramah
minimal eskalator",,True,negatif
16,Fatia Maresti,https://www.google.com/maps/contrib/104808210021031584218?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLz5JIBNG733-w9onHMNrtkMWb61CniFfC938dslYiO5QtvvQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,"kampusnya nyaman dan asri, program studinya uptodate dengan kebutuhan industri saat ini",,,positif
16,Tumiran Tomy,https://www.google.com/maps/contrib/102622823719049236939?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXoSCbku2Qf-9QOdYmfpS9TKwoBBfIlH3Rs71S2zgsX1s5WMUvvEQ=s120-c-rp-mo-ba3-br100,5.0,4 tahun lalu,Suasana Kampusnya Adem dan nyaman untuk menuntut ilmu jauh dari kebisingan,,True,positif
16,Junior Milan,https://www.google.com/maps/contrib/104462608281315464264?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLN7DenV506Q4TgI7u2H5j8bwco-x-2fqQaiFO0OzH9sqIdkQ=s120-c-rp-mo-br100,5.0,2 tahun lalu,Kampus yang menghasilkan lulusan terbaik yang siap bersaing di manapun,,,positif
16,Wildan Hamdani,https://www.google.com/maps/contrib/105711443590813097926?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJxBxsFK815Q-6FOB8NNbFC4xMpTIQv_wYEEeiiS3nDvVK8Sw=s120-c-rp-mo-br100,5.0,2 tahun lalu,"Saya alumni Politeknik Pos, dan alhamdulillah sekarang sudah menjadi Universitas",,,positif
